ID,age_years,travel_freq,daily_salary,work_division,commute_distance,education_level,degree_field,headcount,env_satisfaction,sex,hourly_wage,job_engagement,position_level,job_title,job_satisfaction,marital_state,monthly_earnings,monthly_salary,companies_count,is_adult,overtime_status,salary_increase_pct,performance_score,relation_satisfaction,std_work_hours,stock_level,career_years,trainings_last_year,work_life_score,tenure_years,years_current_role,years_post_promotion,years_with_manager,left_company
158,43,no_travel,1326,rnd,5,3,life_sci,1,2,female,68,3,1,research_sci,3,divorced,2127,15998,9,yes,no,23,4,4,80,1,7,5,2,1,0,0,0,0
159,31,rare_travel,117,sales,10,4,medical,1,3,female,83,3,2,sales_exec,3,married,6118,5640,3,yes,no,13,3,4,80,1,9,2,3,4,3,1,2,0
160,34,rare_travel,1443,rnd,2,3,medical,1,2,female,70,2,1,lab_tech,3,single,3646,5348,7,yes,no,17,3,1,80,0,6,2,3,4,0,1,2,0
161,44,rare_travel,988,rnd,1,3,medical,1,4,male,78,2,3,health_rep,1,single,10482,10910,2,yes,no,12,3,3,80,0,24,3,3,22,13,2,7,0
162,50,no_travel,1476,sales,2,3,marketing,1,4,male,40,2,2,sales_exec,3,married,4728,15986,1,yes,no,12,3,1,80,1,5,2,2,5,4,1,4,0
163,34,rare_travel,869,rnd,1,4,medical,1,2,male,40,3,1,research_sci,4,single,2132,19944,3,yes,no,12,3,2,80,0,9,2,3,1,0,0,0,0
164,36,frequent_travel,1297,sales,25,4,life_sci,1,4,male,77,3,1,sales_rep,3,single,3149,20317,2,yes,no,16,3,3,80,0,12,3,3,5,4,0,4,0
165,46,rare_travel,979,sales,7,3,life_sci,1,3,male,98,3,2,sales_exec,3,single,6653,14255,4,yes,no,14,3,4,80,0,9,2,3,7,7,0,7,0
166,28,rare_travel,164,rnd,19,4,life_sci,1,2,male,86,2,1,research_sci,1,married,3931,22477,3,yes,yes,17,3,3,80,1,5,3,3,3,2,0,2,0
167,31,rare_travel,1277,sales,2,4,marketing,1,2,male,88,4,2,sales_exec,4,single,9204,9129,1,yes,no,11,3,4,80,0,10,3,3,10,2,2,2,1
168,48,rare_travel,1450,rnd,11,3,medical,1,3,female,60,2,3,research_dir,1,married,13189,17624,2,yes,no,14,3,1,80,0,15,5,3,3,2,0,2,0
169,31,rare_travel,688,rnd,9,4,tech_deg,1,4,female,95,2,3,mfg_dir,3,single,9278,22456,2,yes,yes,11,3,4,80,0,11,3,3,4,2,1,2,0
170,47,rare_travel,1300,rnd,16,5,medical,1,1,female,49,3,4,research_dir,4,single,17603,2396,3,yes,no,14,3,4,80,0,21,3,2,1,0,0,0,0
171,30,rare_travel,654,rnd,2,3,life_sci,1,1,female,76,3,3,mfg_dir,3,single,10903,7181,2,yes,yes,13,3,3,80,0,10,5,3,7,7,1,3,0
172,29,rare_travel,920,sales,29,2,life_sci,1,4,male,43,2,2,sales_exec,2,divorced,5813,22149,1,yes,yes,24,4,1,80,1,10,5,3,10,8,1,8,0
173,54,rare_travel,1096,rnd,7,2,medical,1,4,female,62,3,3,health_rep,4,married,10496,13888,2,yes,yes,19,3,2,80,1,24,3,3,5,3,0,3,0
174,28,rare_travel,1297,rnd,5,3,life_sci,1,1,female,42,3,1,research_sci,1,single,2319,21221,1,yes,no,23,4,3,80,0,5,5,2,5,4,1,3,1
175,35,no_travel,365,rnd,14,3,life_sci,1,4,female,88,3,1,research_sci,3,divorced,2387,20364,1,yes,no,20,4,4,80,1,3,3,3,3,2,1,2,0
176,27,rare_travel,836,rnd,16,4,life_sci,1,3,male,49,3,1,lab_tech,3,married,2661,7747,1,yes,no,14,3,1,80,1,1,6,2,1,0,0,0,0
177,34,rare_travel,832,hr,1,4,medical,1,4,female,86,3,1,hr,4,single,2911,16193,1,yes,no,11,3,3,80,0,4,3,3,3,2,2,1,0
178,28,rare_travel,819,sales,2,3,life_sci,1,3,male,54,3,1,sales_rep,4,divorced,2297,19479,6,yes,no,12,3,4,80,1,2,3,3,0,0,0,0,0
179,28,rare_travel,1373,sales,24,1,medical,1,1,male,70,3,2,sales_exec,4,single,5486,3010,1,yes,no,14,3,3,80,0,10,2,2,10,0,0,0,0
180,42,rare_travel,1495,rnd,9,4,life_sci,1,4,female,87,3,4,manager,1,single,17169,3449,0,yes,no,14,3,4,80,0,21,1,1,20,7,0,8,0
181,34,rare_travel,989,rnd,2,4,medical,1,4,female,86,3,3,health_rep,4,married,9714,7790,3,yes,yes,12,3,4,80,1,10,4,2,4,2,1,3,0
182,46,rare_travel,1082,rnd,1,1,life_sci,1,2,female,45,3,5,research_dir,4,divorced,19246,2323,2,yes,no,14,3,3,80,1,25,2,3,7,4,7,7,0
183,35,rare_travel,1245,sales,16,4,life_sci,1,4,male,96,2,2,sales_exec,4,single,6120,21534,1,yes,yes,15,3,2,80,0,6,2,3,6,4,0,2,0
184,35,rare_travel,855,sales,10,4,marketing,1,2,male,66,3,3,sales_exec,4,divorced,9667,10589,1,yes,yes,11,3,4,80,1,9,3,2,9,7,0,7,0
185,29,rare_travel,1300,rnd,7,2,medical,1,3,male,57,3,2,mfg_dir,3,divorced,4960,24017,1,yes,no,12,3,4,80,1,7,2,3,7,4,0,5,0
186,37,rare_travel,408,rnd,4,5,life_sci,1,3,female,79,3,2,health_rep,4,married,6755,4187,3,yes,no,14,3,4,80,0,12,3,2,1,0,0,0,0
187,38,rare_travel,1400,rnd,2,4,medical,1,3,male,91,3,4,research_dir,3,single,17639,13494,0,yes,no,15,3,2,80,0,21,2,2,20,9,3,15,0
188,34,frequent_travel,1349,rnd,6,3,medical,1,3,male,75,3,2,lab_tech,2,married,4490,3449,0,yes,yes,18,3,2,80,1,10,2,3,9,8,3,7,0
189,49,rare_travel,141,rnd,8,3,medical,1,1,male,79,3,4,research_dir,4,single,17328,17363,3,yes,yes,18,3,2,80,0,22,2,3,19,7,6,8,0
190,36,rare_travel,977,rnd,9,1,medical,1,3,male,83,2,2,lab_tech,1,married,3346,12414,4,yes,no,16,3,2,80,2,9,2,3,3,2,0,2,0
191,34,frequent_travel,1180,sales,2,4,life_sci,1,3,male,98,3,2,sales_exec,4,divorced,6538,25353,0,yes,no,13,3,3,80,3,6,2,3,5,3,0,1,0
192,24,rare_travel,575,sales,2,1,life_sci,1,4,female,42,3,2,sales_exec,4,single,4465,6152,1,yes,no,13,3,1,80,0,5,3,3,5,4,1,3,0
193,32,no_travel,835,sales,2,4,life_sci,1,2,male,33,3,2,sales_exec,3,married,9071,24052,0,yes,no,13,3,3,80,1,9,2,3,7,7,4,5,0
194,32,frequent_travel,439,rnd,3,2,tech_deg,1,4,male,37,3,1,research_sci,4,single,4627,11781,1,yes,no,14,3,3,80,0,9,2,3,9,4,1,7,0
195,34,rare_travel,1184,sales,9,4,life_sci,1,3,male,63,4,2,sales_exec,4,single,5363,16374,9,yes,yes,14,3,3,80,0,9,2,3,5,2,0,3,0
196,33,frequent_travel,797,rnd,23,1,medical,1,1,female,54,3,1,research_sci,4,married,3468,17810,3,yes,yes,15,3,1,80,1,8,6,4,5,4,1,2,0
197,26,rare_travel,1448,sales,2,4,life_sci,1,2,male,66,2,2,sales_exec,4,single,6274,8952,1,yes,no,15,3,4,80,0,6,3,2,5,3,1,4,0
198,29,rare_travel,688,rnd,6,3,life_sci,1,2,male,46,3,2,mfg_dir,2,married,6694,24447,4,yes,no,18,3,3,80,1,9,2,4,2,2,2,2,0
199,38,frequent_travel,835,sales,9,4,life_sci,1,3,male,78,3,1,sales_rep,4,married,2899,7003,1,yes,no,14,3,2,80,1,2,2,3,2,2,1,2,0
200,33,rare_travel,1206,rnd,10,1,life_sci,1,2,male,89,3,1,lab_tech,3,single,2559,16374,1,yes,no,19,3,1,80,0,1,5,2,1,0,0,0,0
201,18,rare_travel,1469,rnd,3,3,life_sci,1,1,female,90,1,1,lab_tech,4,single,1611,9148,1,yes,no,19,3,2,80,0,0,2,3,0,0,0,0,1
202,45,rare_travel,1220,rnd,8,4,other,1,3,male,42,3,2,research_sci,1,married,4478,23099,9,yes,no,12,3,4,80,0,9,2,3,4,3,1,3,0
203,27,rare_travel,304,sales,10,3,life_sci,1,4,male,32,3,2,sales_exec,2,single,5207,9096,1,yes,no,13,3,2,80,0,5,2,3,5,4,0,4,0
204,53,rare_travel,1076,rnd,2,2,medical,1,3,female,66,3,4,health_rep,1,married,13503,17011,2,yes,no,13,3,4,80,1,21,5,1,4,2,0,2,0
205,42,rare_travel,1499,rnd,6,2,medical,1,4,male,91,3,5,manager,2,single,18880,2890,7,yes,no,13,3,2,80,0,22,4,3,12,9,5,11,0
206,25,frequent_travel,634,rnd,25,2,medical,1,4,male,61,3,2,lab_tech,2,married,3983,5561,1,yes,yes,13,3,2,80,1,4,2,1,4,2,0,3,0
207,33,frequent_travel,884,rnd,9,3,medical,1,4,female,86,3,1,lab_tech,4,married,2580,7346,1,yes,no,18,3,1,80,2,5,2,3,5,3,1,2,0
208,33,rare_travel,218,sales,10,3,marketing,1,3,male,72,3,2,sales_exec,1,married,4189,9100,1,yes,no,13,3,4,80,2,5,3,4,5,3,0,4,0
209,34,rare_travel,329,rnd,25,2,medical,1,2,male,98,3,2,health_rep,4,divorced,5488,13888,1,yes,no,12,3,4,80,1,15,3,2,15,12,5,12,0
210,37,rare_travel,889,rnd,2,5,life_sci,1,4,male,51,4,2,health_rep,1,single,6538,8891,1,yes,no,12,3,4,80,0,10,3,3,10,0,7,8,0
211,24,rare_travel,895,rnd,2,4,life_sci,1,3,female,76,3,1,lab_tech,4,married,2694,16998,1,yes,no,12,3,3,80,0,1,3,1,1,0,1,0,1
212,52,rare_travel,130,rnd,4,3,life_sci,1,4,female,81,2,4,manager,2,single,15787,5949,9,yes,no,21,4,4,80,0,28,2,3,10,9,9,7,0
213,29,rare_travel,1223,rnd,8,1,life_sci,1,4,male,49,3,1,hr,4,single,3131,4761,0,yes,no,18,3,1,80,0,4,2,2,3,2,1,2,0
214,23,rare_travel,468,rnd,25,1,medical,1,2,female,65,2,1,lab_tech,2,single,3989,6233,1,yes,yes,12,3,2,80,0,5,5,3,5,3,1,0,1
215,46,frequent_travel,1018,rnd,15,4,medical,1,4,male,79,2,4,mfg_dir,2,married,13966,13782,2,yes,no,20,4,3,80,2,25,3,4,7,7,0,7,0
216,53,rare_travel,1462,rnd,1,4,medical,1,3,male,96,2,3,mfg_dir,4,married,7918,15999,1,yes,yes,11,3,3,80,1,34,3,1,33,8,12,7,0
217,28,rare_travel,438,rnd,3,2,other,1,4,male,50,3,1,lab_tech,1,single,2785,17089,0,yes,yes,15,3,3,80,0,4,2,3,3,2,1,2,0
218,28,rare_travel,1302,rnd,5,1,medical,1,3,male,48,3,2,lab_tech,4,married,3989,16117,1,yes,no,12,3,4,80,1,5,2,3,5,4,1,1,0
219,32,rare_travel,1220,sales,29,4,marketing,1,2,male,84,2,3,sales_exec,4,single,9613,21072,0,yes,yes,12,3,3,80,0,14,4,3,13,8,5,8,1
220,38,rare_travel,541,sales,1,4,medical,1,3,female,64,3,3,sales_exec,2,married,10248,17251,2,yes,no,17,3,3,80,0,19,0,2,1,0,0,0,0
221,35,rare_travel,855,sales,1,4,marketing,1,3,male,82,3,3,sales_exec,1,married,7446,6729,1,yes,no,17,3,2,80,1,10,5,3,10,7,0,8,0
222,55,rare_travel,1034,sales,8,3,marketing,1,4,female,81,3,5,manager,1,married,19566,11827,3,yes,no,11,3,3,80,1,30,2,2,9,7,0,8,0
223,31,no_travel,1498,rnd,7,4,life_sci,1,3,male,30,3,1,lab_tech,2,married,3722,5678,1,yes,yes,11,3,4,80,1,10,5,3,10,7,8,2,0
224,38,rare_travel,530,rnd,3,3,tech_deg,1,3,female,100,3,3,health_rep,1,married,10325,24097,4,yes,no,11,3,2,80,1,17,4,3,15,12,5,12,0
225,40,rare_travel,1128,rnd,9,3,life_sci,1,3,male,89,3,3,health_rep,4,married,8103,19239,2,yes,no,11,3,3,80,1,10,3,2,10,7,1,0,0
226,56,rare_travel,728,sales,21,2,marketing,1,3,female,52,2,2,sales_exec,4,married,5485,8863,2,yes,no,14,3,2,80,0,17,3,3,5,4,0,4,0
227,38,no_travel,1467,sales,2,2,life_sci,1,4,male,76,3,1,sales_rep,1,married,3646,20439,6,yes,no,14,3,3,80,0,7,2,2,0,0,0,0,0
228,31,rare_travel,1401,rnd,26,3,life_sci,1,1,male,93,3,1,research_sci,4,married,3201,19921,4,yes,no,20,4,4,80,1,6,1,3,2,1,2,2,0
229,30,frequent_travel,1339,sales,21,2,life_sci,1,3,male,32,3,1,sales_rep,4,divorced,9250,19294,1,yes,no,11,3,2,80,1,1,2,3,1,0,0,0,0
230,28,rare_travel,775,rnd,2,3,other,1,3,female,51,3,1,lab_tech,1,single,3629,18103,1,yes,no,11,3,4,80,0,3,3,2,3,2,0,2,0
231,39,rare_travel,571,rnd,9,3,life_sci,1,1,male,66,3,1,research_sci,1,divorced,2127,4381,9,yes,yes,13,3,4,80,1,9,3,3,4,3,1,3,0
232,37,rare_travel,1332,rnd,5,3,medical,1,4,female,41,2,2,mfg_dir,1,divorced,4777,26999,5,yes,no,14,3,2,80,2,17,4,3,1,0,0,0,1
233,38,frequent_travel,995,rnd,1,3,medical,1,4,male,75,3,1,research_sci,2,married,2370,12290,0,yes,no,11,3,4,80,1,3,3,3,2,2,2,1,0
234,32,frequent_travel,289,rnd,2,4,medical,1,3,male,57,3,1,research_sci,3,married,2956,4223,3,yes,no,11,3,2,80,0,5,5,4,0,0,0,1,1
235,25,rare_travel,478,sales,8,1,marketing,1,1,male,66,3,2,sales_exec,4,divorced,5561,23683,5,yes,no,14,3,1,80,2,6,2,3,3,2,1,2,0
236,21,rare_travel,977,rnd,6,2,medical,1,4,male,43,2,1,lab_tech,3,single,3646,15232,1,yes,no,16,3,2,80,0,3,3,2,3,2,1,2,0
237,38,rare_travel,1234,rnd,2,2,life_sci,1,2,female,94,2,2,mfg_dir,4,married,5208,15869,0,yes,no,11,3,1,80,1,12,2,2,11,8,3,10,0
238,39,frequent_travel,1035,rnd,6,5,medical,1,2,male,91,2,1,research_sci,1,divorced,3074,15174,0,yes,no,19,3,1,80,2,6,2,2,5,4,0,4,0
239,39,rare_travel,1258,sales,1,2,marketing,1,3,female,73,2,2,sales_exec,1,married,6694,14011,2,yes,no,14,3,1,80,1,15,2,3,1,0,0,0,0
240,27,rare_travel,1334,rnd,7,4,life_sci,1,1,female,71,2,1,research_sci,3,married,2168,4488,0,yes,yes,13,3,2,80,1,5,2,3,5,3,0,4,0
241,31,frequent_travel,552,sales,5,3,life_sci,1,1,male,73,3,2,sales_exec,3,married,6434,14408,6,yes,no,16,3,4,80,1,10,3,3,4,2,0,3,0
242,34,no_travel,750,rnd,5,5,other,1,1,male,56,3,2,research_sci,3,married,3491,5355,1,yes,no,12,3,3,80,1,15,2,3,15,10,4,10,0
243,27,rare_travel,1448,rnd,1,4,medical,1,4,male,46,4,2,health_rep,3,married,6883,19271,1,yes,yes,14,3,2,80,1,7,0,3,7,7,1,7,0
244,27,frequent_travel,903,rnd,8,1,medical,1,2,male,87,3,1,lab_tech,2,married,2559,18659,1,yes,no,15,3,2,80,0,8,0,3,8,7,0,7,0
245,31,rare_travel,746,sales,10,2,life_sci,1,4,male,87,1,1,sales_rep,3,divorced,2496,9150,1,yes,no,14,3,3,80,0,1,2,2,1,0,0,0,1
246,45,rare_travel,836,rnd,10,2,life_sci,1,3,female,98,3,1,research_sci,4,married,2619,18275,2,yes,no,11,3,3,80,1,8,1,3,4,1,1,2,0
247,30,rare_travel,1303,rnd,1,5,tech_deg,1,2,female,65,3,1,research_sci,2,divorced,2911,16117,1,yes,yes,16,3,2,80,3,10,1,3,10,9,8,9,0
248,35,rare_travel,1054,sales,2,4,medical,1,3,male,31,3,1,sales_rep,4,married,2404,5543,1,yes,no,16,3,3,80,1,3,4,3,3,2,2,2,0
249,38,rare_travel,350,hr,6,1,life_sci,1,4,male,58,1,1,hr,1,divorced,2335,24795,3,yes,yes,14,3,1,80,3,7,0,1,2,2,0,2,1
250,34,frequent_travel,535,sales,2,1,marketing,1,3,male,69,3,1,sales_rep,2,single,4306,6076,2,yes,no,13,3,4,80,0,3,5,4,0,0,0,0,1
251,50,rare_travel,1063,sales,2,1,life_sci,1,2,female,56,3,5,manager,2,single,19502,23037,4,yes,yes,14,3,1,80,0,29,3,1,25,8,4,12,1
252,46,rare_travel,581,sales,8,4,life_sci,1,4,male,72,3,2,sales_exec,3,single,5485,14369,2,yes,no,16,3,4,80,0,10,5,4,5,2,0,4,0
253,36,rare_travel,1277,rnd,16,2,medical,1,3,male,47,3,2,mfg_dir,4,single,5131,8758,9,yes,no,18,3,1,80,0,18,2,3,4,2,0,3,0
254,36,no_travel,895,sales,1,3,life_sci,1,2,female,55,2,2,sales_exec,2,divorced,6120,24223,1,yes,no,14,3,4,80,1,17,2,3,17,10,0,9,0
255,30,rare_travel,881,sales,13,4,other,1,4,female,81,1,2,sales_exec,2,married,4779,11761,7,yes,yes,11,3,1,80,0,10,2,3,3,2,0,2,0
256,31,rare_travel,723,sales,2,3,life_sci,1,2,male,52,2,1,sales_rep,4,single,2080,21981,1,yes,no,16,3,4,80,0,2,2,3,2,2,2,2,0
257,29,rare_travel,1329,rnd,18,1,life_sci,1,4,male,91,2,1,lab_tech,4,divorced,2610,25751,1,yes,no,17,3,1,80,2,1,3,2,1,0,0,0,0
258,28,rare_travel,942,rnd,2,3,medical,1,3,male,65,3,1,lab_tech,3,married,3452,26176,1,yes,no,16,3,1,80,0,6,5,2,6,3,0,4,0
259,35,rare_travel,885,rnd,8,3,tech_deg,1,2,female,68,3,1,research_sci,3,married,2691,13586,1,yes,yes,21,4,3,80,1,10,2,3,10,9,1,9,0
260,24,rare_travel,1351,rnd,29,1,tech_deg,1,3,male,32,3,1,lab_tech,2,married,2973,13008,1,yes,yes,24,4,2,80,1,1,5,3,1,1,0,0,0
261,45,rare_travel,845,sales,2,4,tech_deg,1,2,female,72,2,2,sales_exec,4,single,4736,8423,7,yes,no,16,3,4,80,0,10,3,3,9,8,9,7,1
262,31,frequent_travel,661,rnd,10,3,medical,1,2,male,65,2,3,research_dir,3,married,11994,21526,1,yes,no,24,4,1,80,1,9,3,3,9,7,1,7,0
263,29,frequent_travel,977,rnd,2,2,life_sci,1,1,female,77,3,2,mfg_dir,3,divorced,4364,5288,3,yes,no,15,3,4,80,1,11,3,1,2,2,2,1,0
264,19,rare_travel,428,sales,7,2,marketing,1,4,male,56,3,1,sales_rep,1,single,2319,25479,1,yes,yes,17,3,2,80,0,1,3,3,1,0,0,0,0
265,40,no_travel,775,rnd,6,4,medical,1,2,female,63,3,2,health_rep,1,married,6755,23293,3,yes,no,15,3,4,80,1,12,5,2,5,4,1,2,0
266,32,rare_travel,1091,rnd,2,1,medical,1,3,male,36,2,1,research_sci,4,married,3920,16374,0,yes,no,16,3,2,80,1,6,3,3,5,3,1,4,0
267,44,no_travel,988,hr,2,2,hr,1,3,female,59,3,1,hr,4,married,2143,17822,1,yes,no,12,3,4,80,1,10,2,3,10,9,1,5,0
268,19,rare_travel,944,rnd,9,1,life_sci,1,2,female,69,3,1,research_sci,3,single,2693,26589,1,yes,no,12,3,2,80,0,1,4,4,1,0,1,0,0
269,29,rare_travel,427,rnd,10,4,medical,1,2,male,94,3,1,lab_tech,2,divorced,2313,10205,2,yes,no,20,4,3,80,1,7,4,3,2,1,2,2,0
270,29,rare_travel,587,rnd,4,4,life_sci,1,4,female,42,3,3,mfg_dir,3,single,9525,24444,2,yes,no,12,3,4,80,0,10,1,3,7,2,5,7,0
271,25,frequent_travel,726,rnd,29,1,life_sci,1,4,female,96,3,1,research_sci,3,single,3445,23779,2,yes,no,12,3,2,80,0,5,4,3,3,2,0,2,0
272,32,frequent_travel,1283,rnd,1,4,medical,1,1,male,42,2,3,mfg_dir,3,married,8686,7975,1,yes,no,11,3,3,80,2,9,3,3,8,7,0,3,0
273,43,rare_travel,688,rnd,3,4,medical,1,3,female,67,3,4,research_dir,1,divorced,13458,15881,9,yes,no,18,3,4,80,1,22,3,4,2,2,2,2,0
274,36,rare_travel,783,rnd,9,4,life_sci,1,2,female,62,2,1,research_sci,3,divorced,3375,18899,4,yes,yes,12,3,4,80,1,8,2,2,2,2,2,2,0
275,44,frequent_travel,1319,rnd,8,1,life_sci,1,2,female,67,3,4,mfg_dir,3,single,13341,22930,5,yes,no,19,3,4,80,0,29,3,3,22,8,4,10,0
276,30,frequent_travel,557,rnd,2,3,medical,1,3,female,64,3,2,research_sci,1,single,6811,20234,0,yes,no,12,3,1,80,0,9,2,3,8,7,0,7,0
277,37,rare_travel,1129,rnd,3,2,medical,1,4,male,75,3,3,manager,4,divorced,13610,11135,6,yes,yes,13,3,3,80,1,16,2,3,12,7,5,9,0
278,28,rare_travel,334,hr,2,3,tech_deg,1,1,male,73,3,1,hr,1,single,2778,19332,1,yes,no,19,3,3,80,0,1,4,3,1,0,0,0,0
279,39,rare_travel,662,sales,2,4,life_sci,1,4,male,79,2,2,sales_exec,4,divorced,5204,19760,1,yes,yes,11,3,1,80,1,13,5,3,13,7,5,8,0
280,32,frequent_travel,322,rnd,12,3,medical,1,1,male,62,3,2,research_sci,2,single,5415,14776,0,yes,no,11,3,1,80,0,9,3,3,7,7,7,1,0
281,37,rare_travel,430,rnd,28,4,medical,1,1,female,52,2,2,health_rep,1,married,5605,21519,5,yes,no,12,3,4,80,2,7,2,3,5,2,0,2,0
282,34,rare_travel,715,rnd,20,4,medical,1,4,male,47,3,2,health_rep,3,married,5033,3449,0,yes,no,14,3,4,80,0,16,5,3,15,10,0,11,0
283,53,rare_travel,723,sales,24,3,marketing,1,1,female,66,2,4,manager,4,divorced,17856,20338,1,yes,no,11,3,1,80,1,31,3,3,31,9,15,7,0
284,37,frequent_travel,1002,rnd,2,4,life_sci,1,1,male,62,3,2,mfg_dir,4,single,5593,4235,3,yes,yes,13,3,1,80,0,10,2,1,6,4,1,4,0
285,21,rare_travel,447,rnd,17,1,life_sci,1,4,male,98,3,1,research_sci,4,married,2936,16374,1,yes,yes,13,3,3,80,0,4,3,2,4,1,0,2,0
286,36,rare_travel,1362,rnd,9,1,medical,1,2,female,45,3,2,mfg_dir,3,single,5377,16292,0,yes,no,12,3,3,80,0,8,2,3,7,7,7,5,0
287,26,rare_travel,663,rnd,1,3,other,1,4,female,57,3,1,research_sci,1,married,2911,10205,1,yes,yes,11,3,3,80,1,10,1,2,10,9,0,1,0
288,31,frequent_travel,240,sales,3,3,medical,1,4,male,60,3,1,sales_rep,1,single,2232,15696,0,yes,no,13,3,2,80,0,3,3,3,1,0,0,1,1
289,30,rare_travel,809,rnd,19,4,medical,1,4,female,96,2,1,lab_tech,4,divorced,3196,22477,1,yes,no,13,3,1,80,2,8,3,3,8,0,0,7,0
290,44,frequent_travel,532,rnd,1,2,medical,1,1,female,81,2,5,research_dir,4,single,1859,7160,4,yes,no,12,3,3,80,0,22,2,3,10,0,7,0,0
291,41,rare_travel,616,sales,4,3,other,1,1,female,66,4,5,manager,4,married,19636,25927,1,yes,no,22,4,2,80,0,21,2,4,21,8,15,7,0
292,40,rare_travel,1448,rnd,2,3,medical,1,2,female,98,3,4,mfg_dir,2,single,13320,17747,8,yes,no,11,3,4,80,0,22,3,2,17,16,12,7,0
293,47,frequent_travel,1401,rnd,6,4,medical,1,3,male,68,3,1,research_sci,3,divorced,4876,17624,2,yes,yes,16,3,4,80,1,20,2,2,5,2,0,3,0
294,27,rare_travel,861,rnd,16,3,medical,1,4,female,78,4,1,research_sci,1,single,3517,20251,9,yes,no,19,3,2,80,0,6,3,3,1,0,1,0,0
295,18,rare_travel,1206,rnd,4,3,medical,1,1,male,54,2,1,lab_tech,2,single,2323,17001,1,yes,no,22,4,3,80,0,1,3,3,1,0,0,1,0
296,52,rare_travel,192,rnd,22,4,life_sci,1,4,female,32,3,5,manager,4,married,19626,12388,3,yes,yes,14,3,4,80,1,23,2,3,2,2,2,2,0
297,40,rare_travel,1291,rnd,21,1,medical,1,4,female,98,3,2,mfg_dir,2,married,5126,7103,2,yes,no,15,3,1,80,1,11,2,4,3,2,1,2,0
298,50,rare_travel,1261,sales,2,4,marketing,1,4,female,51,4,5,manager,3,married,18880,21630,1,yes,no,11,3,4,80,0,31,2,3,31,0,6,8,0
299,45,rare_travel,988,rnd,7,3,life_sci,1,3,female,64,3,3,mfg_dir,4,single,8837,19146,3,yes,no,18,3,3,80,0,28,2,3,5,3,4,4,0
300,22,rare_travel,555,rnd,16,3,medical,1,3,female,59,3,1,research_dir,2,single,1878,19562,1,yes,yes,12,3,3,80,0,1,5,3,1,0,0,0,0
301,24,frequent_travel,575,rnd,16,3,life_sci,1,3,male,62,2,1,research_sci,3,single,3420,23779,9,yes,no,17,3,1,80,0,6,2,3,3,2,0,2,0
302,33,frequent_travel,527,sales,17,2,life_sci,1,2,female,72,2,3,sales_exec,3,single,10793,20284,0,yes,no,14,3,3,80,0,14,5,3,13,9,1,9,0
303,34,rare_travel,488,rnd,9,2,life_sci,1,4,male,52,3,2,mfg_dir,1,single,4449,16375,4,yes,no,15,3,3,80,0,7,2,3,3,2,1,2,0
304,21,rare_travel,791,rnd,5,3,other,1,3,female,30,4,1,research_sci,3,single,2859,19196,1,yes,yes,19,3,4,80,0,2,3,2,2,1,2,2,0
305,33,rare_travel,1351,sales,29,1,marketing,1,2,female,56,3,2,sales_exec,4,single,6549,14004,9,yes,yes,12,3,4,80,0,6,2,2,4,3,1,3,0
306,29,frequent_travel,835,rnd,19,3,medical,1,1,male,44,1,1,research_sci,4,married,3162,7790,8,yes,no,24,4,4,80,1,9,2,3,3,2,0,2,0
307,35,rare_travel,772,sales,22,3,medical,1,3,male,48,2,2,sales_exec,2,married,6118,3356,4,yes,yes,13,3,1,80,0,10,2,3,2,2,2,1,1
308,33,rare_travel,634,sales,3,3,life_sci,1,4,female,34,3,2,sales_exec,4,single,6799,22128,0,yes,no,15,3,3,80,0,6,2,3,5,3,1,3,0
309,42,rare_travel,1258,rnd,5,4,life_sci,1,4,male,66,3,5,manager,2,single,18665,24558,1,yes,no,11,3,4,80,0,21,2,3,21,6,7,7,0
310,49,rare_travel,1452,rnd,11,4,other,1,4,male,82,3,3,mfg_dir,2,married,7655,23402,3,yes,no,14,3,3,80,1,29,2,3,8,7,7,7,0
311,18,no_travel,593,rnd,5,3,life_sci,1,3,female,69,2,1,lab_tech,3,single,2875,13384,1,yes,no,11,3,2,80,0,1,3,2,1,0,0,0,0
312,29,rare_travel,1480,rnd,6,4,medical,1,3,male,48,3,2,health_rep,2,married,6538,20003,0,yes,no,11,3,3,80,1,7,3,3,6,3,1,5,0
313,58,rare_travel,1002,rnd,10,4,life_sci,1,3,female,99,3,3,mfg_dir,2,divorced,10903,23231,3,yes,yes,23,4,1,80,1,14,2,4,1,0,0,0,0
314,37,rare_travel,472,rnd,11,3,tech_deg,1,3,male,83,3,1,research_sci,3,married,3629,8952,1,yes,yes,13,3,3,80,1,8,2,3,8,7,3,5,0
315,33,rare_travel,1218,sales,25,3,medical,1,4,male,59,3,2,sales_exec,1,divorced,6272,8989,0,yes,no,19,3,1,80,1,12,5,3,11,8,6,7,0
316,49,rare_travel,1219,rnd,1,3,life_sci,1,2,male,96,3,2,mfg_dir,3,divorced,4171,4223,2,yes,no,15,3,3,80,1,19,3,3,3,2,1,2,0
317,52,rare_travel,1107,sales,8,4,life_sci,1,4,female,48,3,4,sales_exec,2,married,12965,17491,2,yes,no,13,3,3,80,1,24,2,3,8,5,7,7,0
318,59,rare_travel,217,rnd,2,4,medical,1,4,male,98,3,3,health_rep,3,divorced,7756,15891,3,yes,yes,15,3,3,80,1,12,4,3,4,3,1,3,0
